"date","rice_price","yields","fertilizer_cost","rainfall","population_growth","premium_rice_demand"
2023-11-24,97.6661247571368,31.3479686006076,50.55,87.7185564006125,1.19880047987509,11.5416170429083
2023-11-25,95.1396934142796,26.007814006838,50.56,90.2010584235088,1.05706391772158,34.0229194260928
2023-11-26,100.955521176279,50.4858880826135,50.57,93.7239605922399,2.110849676483,28.7172915715148
2023-11-27,97.218285140001,41.6466762035981,50.58,91.0588539110346,1.25031699014417,27.779876535263
2023-11-28,96.3289126366086,43.5298861958677,50.59,91.7583279694174,1.53316865829823,41.7888425450029
2023-11-29,86.943508830558,33.0088644839072,50.6,87.8473336886547,0.460279141404256,-1.7667952692868
2023-11-30,97.6519751281328,37.0659494345325,50.61,92.0704451648639,2.0319096085163,27.5960165478659
2023-12-01,102.369438558132,31.8372415834343,50.62,83.196891741069,1.46238351195526,12.8012573954299
2023-12-02,100.309829520781,47.2832146022254,50.63,93.1040219973557,1.94876348965802,26.2139263919158
2023-12-03,90.8123330079321,39.4136231588103,50.64,83.3170146740266,1.89246416643727,22.1764519085069
2023-12-04,92.6092313051338,43.0091057037382,50.65,87.9898357010149,1.08077421409116,15.3111806760603
2023-12-05,89.450012395515,33.9653565221603,50.66,88.4507936165033,1.51479874923937,17.8445610690563
2023-12-06,93.1739505182407,50.912188297541,50.67,97.9768035444505,1.39410505469598,31.1395172995483
2023-12-07,91.4952580921651,40.7471050455843,50.68,85.9676863008249,1.31209322646804,17.8016170214592
2023-12-08,98.9353546877418,25.5994356035074,50.69,84.9343855115655,0.359231912053263,14.20986589164
2023-12-09,97.8947852857854,50.1694462314212,50.7,93.3334120754927,1.3961908184521,26.2927457901854
2023-12-10,93.0179444915215,36.2412352871921,50.71,94.5754005024254,1.61889786313506,32.7268244653013
2023-12-11,97.6040703857717,33.6236305868907,50.72,92.1790737668085,0.75224008779008,25.3631525567257
2023-12-12,97.7665425283033,40.9545448057626,50.73,85.476894264133,0.827310461384803,34.4384326827161
2023-12-13,95.207528438193,52.1148095864864,50.74,105.492598345615,1.49039730215427,19.4699164965106
2023-12-14,97.5291729249846,42.432608047412,50.75,94.5139131322984,1.0781792735328,-4.12696534341997
2023-12-15,93.9156320888055,31.0583750776054,50.76,98.0451952066225,1.59658472558525,21.0233789657934
2023-12-16,100.629284795556,28.9685009497136,50.77,92.0586783826296,1.40700741629309,25.5898059867854
2023-12-17,101.954733138283,36.4882005278128,50.78,97.3259390217767,1.40773837374235,-4.85041502193567
2023-12-18,108.741091295295,41.9404537928108,50.79,101.169320215041,2.00453157860703,17.2609662698797
2023-12-19,102.994097063802,39.2156186130942,50.8,90.8265295891777,1.55697332047476,28.948674361749
2023-12-20,93.7874886287772,36.3990914412458,50.81,101.117754916472,1.32080041890167,12.4636270178525
2023-12-21,101.327163557915,41.7697968224163,50.82,98.4389020193528,1.58719688299826,26.7641153800976
2023-12-22,104.101292983942,32.0969835010116,50.83,101.329077944699,1.56900037292173,7.61781062503502
2023-12-23,109.385071939261,30.9488015251061,50.84,99.6106845124065,1.11117596585877,9.45250974897268
2023-12-24,99.3479211642274,56.2922241735417,50.85,104.518657767569,1.31757144362809,18.4306900620731
2023-12-25,104.632715603649,39.7402551761845,50.86,97.6058629956836,1.43653682187968,13.0458900434655
2023-12-26,107.564880129397,39.3915800767609,50.87,101.091678871646,1.76119389868144,29.6698119651028
2023-12-27,108.10463913464,31.0277267714237,50.88,113.474761821525,1.51557815271635,38.5856984067676
2023-12-28,104.993432623082,41.3219852946243,50.89,96.2678726919731,1.69393505365077,29.8277149854449
2023-12-29,110.24860750366,48.3285289608288,50.9,99.458727000664,1.02385979989703,31.6323272555365
2023-12-30,99.4323635184133,34.7275872716186,50.91,109.614442191028,1.72878494750189,11.8263827306419
2023-12-31,103.252685501284,40.5630036541933,50.92,104.166168538695,1.88763060987985,31.5674568008601
2024-01-01,104.559255487735,57.5829094587702,50.93,107.657624218584,1.48206712297408,22.6804575468148
2024-01-02,98.5363979913249,47.4340222276896,50.94,96.4818020572653,1.4298648607555,8.84335318147187
2024-01-03,98.1385729306766,32.1653948922181,50.95,112.626568626091,2.08734880758161,17.3900366803682
2024-01-04,104.644651383747,35.8123648974966,50.96,109.613388365897,1.91575788619882,28.6425855772511
2024-01-05,99.6046072885797,47.062193448777,50.97,110.94261737776,2.0282897971967,31.9107014183439
2024-01-07,102.449333273826,35.4960415908178,50.99,113.066938717876,1.3876569136133,37.8535670951038
2024-01-08,107.623666408374,37.929015097894,51,101.474977767409,1.51426886285271,31.9118474487761
